"REF_DATE","GEO","DGUID","Prices","Seasonal adjustment","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","General governments gross fixed capital formation","Percent","239","units","0","v62305833","1.3.1.18","0.136","","","","3"
"2020-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","General governments gross fixed capital formation","Percent","239","units","0","v62305833","1.3.1.18","-0.001","","","","3"
"2021-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","General governments gross fixed capital formation","Percent","239","units","0","v62305833","1.3.1.18","0.021","","","","3"
"2021-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","General governments gross fixed capital formation","Percent","239","units","0","v62305833","1.3.1.18","-0.062","","","","3"
"2021-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","General governments gross fixed capital formation","Percent","239","units","0","v62305833","1.3.1.18","0.009","","","","3"
"2021-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","General governments gross fixed capital formation","Percent","239","units","0","v62305833","1.3.1.18","0.028","","","","3"
"2022-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","General governments gross fixed capital formation","Percent","239","units","0","v62305833","1.3.1.18","0.025","","","","3"
"2022-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","General governments gross fixed capital formation","Percent","239","units","0","v62305833","1.3.1.18","-0.042","","","","3"
"2022-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","General governments gross fixed capital formation","Percent","239","units","0","v62305833","1.3.1.18","-0.062","","","","3"
"2022-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","General governments gross fixed capital formation","Percent","239","units","0","v62305833","1.3.1.18","0.036","","","","3"
"2023-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","General governments gross fixed capital formation","Percent","239","units","0","v62305833","1.3.1.18","0.161","","","","3"
"2023-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","General governments gross fixed capital formation","Percent","239","units","0","v62305833","1.3.1.18","-0.008","","","","3"
"2023-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","General governments gross fixed capital formation","Percent","239","units","0","v62305833","1.3.1.18","0.034","","","","3"
"2023-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","General governments gross fixed capital formation","Percent","239","units","0","v62305833","1.3.1.18","0.060","","","","3"
"2024-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","General governments gross fixed capital formation","Percent","239","units","0","v62305833","1.3.1.18","0.005","","","","3"
"2024-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","General governments gross fixed capital formation","Percent","239","units","0","v62305833","1.3.1.18","0.083","","","","3"
"2024-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","General governments gross fixed capital formation","Percent","239","units","0","v62305833","1.3.1.18","0.061","","","","3"
"2020-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Investment in inventories","Percent","239","units","0","v62305834","1.3.1.19","0.135","","","","3"
"2020-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Investment in inventories","Percent","239","units","0","v62305834","1.3.1.19","-1.812","","","","3"
"2020-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Investment in inventories","Percent","239","units","0","v62305834","1.3.1.19","-0.223","","","","3"
"2020-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Investment in inventories","Percent","239","units","0","v62305834","1.3.1.19","1.160","","","","3"
"2021-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Investment in inventories","Percent","239","units","0","v62305834","1.3.1.19","0.389","","","","3"
"2021-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Investment in inventories","Percent","239","units","0","v62305834","1.3.1.19","0.236","","","","3"
"2021-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Investment in inventories","Percent","239","units","0","v62305834","1.3.1.19","-0.302","","","","3"
"2021-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Investment in inventories","Percent","239","units","0","v62305834","1.3.1.19","1.313","","","","3"
"2022-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Investment in inventories","Percent","239","units","0","v62305834","1.3.1.19","0.078","","","","3"
"2022-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Investment in inventories","Percent","239","units","0","v62305834","1.3.1.19","1.159","","","","3"
"2022-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Investment in inventories","Percent","239","units","0","v62305834","1.3.1.19","0.498","","","","3"
"2022-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Investment in inventories","Percent","239","units","0","v62305834","1.3.1.19","-1.120","","","","3"
"2023-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Investment in inventories","Percent","239","units","0","v62305834","1.3.1.19","-0.917","","","","3"
"2023-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Investment in inventories","Percent","239","units","0","v62305834","1.3.1.19","0.194","","","","3"
"2023-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Investment in inventories","Percent","239","units","0","v62305834","1.3.1.19","0.017","","","","3"
"2023-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Investment in inventories","Percent","239","units","0","v62305834","1.3.1.19","-0.137","","","","3"
"2024-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Investment in inventories","Percent","239","units","0","v62305834","1.3.1.19","-0.399","","","","3"
"2024-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Investment in inventories","Percent","239","units","0","v62305834","1.3.1.19","0.376","","","","3"
"2024-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Investment in inventories","Percent","239","units","0","v62305834","1.3.1.19","-0.322","","","","3"
"2020-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Of which: business investment in inventories","Percent","239","units","0","v62305835","1.3.1.20","0.203","","","","3"
"2020-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Of which: business investment in inventories","Percent","239","units","0","v62305835","1.3.1.20","-2.025","","","","3"
"2020-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Of which: business investment in inventories","Percent","239","units","0","v62305835","1.3.1.20","-0.002","","","","3"
"2020-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Of which: business investment in inventories","Percent","239","units","0","v62305835","1.3.1.20","1.097","","","","3"
"2021-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Of which: business investment in inventories","Percent","239","units","0","v62305835","1.3.1.20","0.216","","","","3"
"2021-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Of which: business investment in inventories","Percent","239","units","0","v62305835","1.3.1.20","0.430","","","","3"
"2021-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Of which: business investment in inventories","Percent","239","units","0","v62305835","1.3.1.20","-0.281","","","","3"
"2021-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Of which: business investment in inventories","Percent","239","units","0","v62305835","1.3.1.20","1.203","","","","3"
"2022-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Of which: business investment in inventories","Percent","239","units","0","v62305835","1.3.1.20","0.114","","","","3"
"2022-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Of which: business investment in inventories","Percent","239","units","0","v62305835","1.3.1.20","1.139","","","","3"
"2022-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Of which: business investment in inventories","Percent","239","units","0","v62305835","1.3.1.20","0.514","","","","3"
"2022-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Of which: business investment in inventories","Percent","239","units","0","v62305835","1.3.1.20","-1.024","","","","3"
"2023-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Of which: business investment in inventories","Percent","239","units","0","v62305835","1.3.1.20","-0.896","","","","3"
"2023-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Of which: business investment in inventories","Percent","239","units","0","v62305835","1.3.1.20","0.062","","","","3"
"2023-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Of which: business investment in inventories","Percent","239","units","0","v62305835","1.3.1.20","0.134","","","","3"
"2023-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Of which: business investment in inventories","Percent","239","units","0","v62305835","1.3.1.20","-0.198","","","","3"
"2024-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Of which: business investment in inventories","Percent","239","units","0","v62305835","1.3.1.20","-0.395","","","","3"
"2024-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Of which: business investment in inventories","Percent","239","units","0","v62305835","1.3.1.20","0.389","","","","3"
"2024-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Of which: business investment in inventories","Percent","239","units","0","v62305835","1.3.1.20","-0.349","","","","3"
"2020-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-farm","Percent","239","units","0","v62305836","1.3.1.21","0.290","","","","3"
"2020-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-farm","Percent","239","units","0","v62305836","1.3.1.21","-1.926","","","","3"
"2020-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-farm","Percent","239","units","0","v62305836","1.3.1.21","0.285","","","","3"
"2020-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-farm","Percent","239","units","0","v62305836","1.3.1.21","0.975","","","","3"
"2021-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-farm","Percent","239","units","0","v62305836","1.3.1.21","0.428","","","","3"
"2021-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-farm","Percent","239","units","0","v62305836","1.3.1.21","0.427","","","","3"
"2021-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-farm","Percent","239","units","0","v62305836","1.3.1.21","-0.286","","","","3"
"2021-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-farm","Percent","239","units","0","v62305836","1.3.1.21","0.903","","","","3"
"2022-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-farm","Percent","239","units","0","v62305836","1.3.1.21","-0.176","","","","3"
"2022-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-farm","Percent","239","units","0","v62305836","1.3.1.21","0.928","","","","3"
"2022-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-farm","Percent","239","units","0","v62305836","1.3.1.21","0.607","","","","3"
"2022-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-farm","Percent","239","units","0","v62305836","1.3.1.21","-0.758","","","","3"
"2023-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-farm","Percent","239","units","0","v62305836","1.3.1.21","-0.565","","","","3"
"2023-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-farm","Percent","239","units","0","v62305836","1.3.1.21","-0.150","","","","3"
"2023-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-farm","Percent","239","units","0","v62305836","1.3.1.21","0.108","","","","3"
"2023-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-farm","Percent","239","units","0","v62305836","1.3.1.21","-0.217","","","","3"
"2024-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-farm","Percent","239","units","0","v62305836","1.3.1.21","-0.364","","","","3"
"2024-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-farm","Percent","239","units","0","v62305836","1.3.1.21","0.449","","","","3"
"2024-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Non-farm","Percent","239","units","0","v62305836","1.3.1.21","-0.378","","","","3"
"2020-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Farm","Percent","239","units","0","v62305837","1.3.1.22","-0.086","","","","3"
"2020-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Farm","Percent","239","units","0","v62305837","1.3.1.22","-0.099","","","","3"
"2020-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Farm","Percent","239","units","0","v62305837","1.3.1.22","-0.287","","","","3"
"2020-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Farm","Percent","239","units","0","v62305837","1.3.1.22","0.122","","","","3"
"2021-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Farm","Percent","239","units","0","v62305837","1.3.1.22","-0.212","","","","3"
"2021-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Farm","Percent","239","units","0","v62305837","1.3.1.22","0.003","","","","3"
"2021-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Farm","Percent","239","units","0","v62305837","1.3.1.22","0.005","","","","3"
"2021-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Farm","Percent","239","units","0","v62305837","1.3.1.22","0.300","","","","3"
"2022-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Farm","Percent","239","units","0","v62305837","1.3.1.22","0.291","","","","3"
"2022-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Farm","Percent","239","units","0","v62305837","1.3.1.22","0.210","","","","3"
"2022-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Farm","Percent","239","units","0","v62305837","1.3.1.22","-0.092","","","","3"
"2022-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Farm","Percent","239","units","0","v62305837","1.3.1.22","-0.266","","","","3"
"2023-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Farm","Percent","239","units","0","v62305837","1.3.1.22","-0.331","","","","3"
"2023-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Farm","Percent","239","units","0","v62305837","1.3.1.22","0.212","","","","3"
"2023-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Farm","Percent","239","units","0","v62305837","1.3.1.22","0.026","","","","3"
"2023-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Farm","Percent","239","units","0","v62305837","1.3.1.22","0.019","","","","3"
"2024-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Farm","Percent","239","units","0","v62305837","1.3.1.22","-0.032","","","","3"
"2024-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Farm","Percent","239","units","0","v62305837","1.3.1.22","-0.060","","","","3"
"2024-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Farm","Percent","239","units","0","v62305837","1.3.1.22","0.029","","","","3"
"2020-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of goods and services","Percent","239","units","0","v62305838","1.3.1.23","-0.542","","","","3"
"2020-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of goods and services","Percent","239","units","0","v62305838","1.3.1.23","-4.885","","","","3"
"2020-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of goods and services","Percent","239","units","0","v62305838","1.3.1.23","3.748","","","","3"
"2020-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of goods and services","Percent","239","units","0","v62305838","1.3.1.23","0.356","","","","3"
"2021-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of goods and services","Percent","239","units","0","v62305838","1.3.1.23","0.816","","","","3"
"2021-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of goods and services","Percent","239","units","0","v62305838","1.3.1.23","-1.056","","","","3"
"2021-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of goods and services","Percent","239","units","0","v62305838","1.3.1.23","-0.050","","","","3"
"2021-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of goods and services","Percent","239","units","0","v62305838","1.3.1.23","0.992","","","","3"
"2022-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of goods and services","Percent","239","units","0","v62305838","1.3.1.23","-0.190","","","","3"
"2022-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of goods and services","Percent","239","units","0","v62305838","1.3.1.23","1.277","","","","3"
"2022-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of goods and services","Percent","239","units","0","v62305838","1.3.1.23","0.287","","","","3"
"2022-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of goods and services","Percent","239","units","0","v62305838","1.3.1.23","0.049","","","","3"
"2023-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of goods and services","Percent","239","units","0","v62305838","1.3.1.23","1.037","","","","3"
"2023-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of goods and services","Percent","239","units","0","v62305838","1.3.1.23","0.109","","","","3"
"2023-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of goods and services","Percent","239","units","0","v62305838","1.3.1.23","-0.295","","","","3"
"2023-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of goods and services","Percent","239","units","0","v62305838","1.3.1.23","0.739","","","","3"
"2024-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of goods and services","Percent","239","units","0","v62305838","1.3.1.23","0.125","","","","3"
"2024-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of goods and services","Percent","239","units","0","v62305838","1.3.1.23","-0.456","","","","3"
"2024-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of goods and services","Percent","239","units","0","v62305838","1.3.1.23","-0.087","","","","3"
"2020-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of goods","Percent","239","units","0","v62305839","1.3.1.24","-0.097","","","","3"
"2020-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of goods","Percent","239","units","0","v62305839","1.3.1.24","-4.152","","","","3"
"2020-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of goods","Percent","239","units","0","v62305839","1.3.1.24","3.664","","","","3"
"2020-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of goods","Percent","239","units","0","v62305839","1.3.1.24","0.208","","","","3"
"2021-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of goods","Percent","239","units","0","v62305839","1.3.1.24","0.455","","","","3"
"2021-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of goods","Percent","239","units","0","v62305839","1.3.1.24","-1.139","","","","3"
"2021-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of goods","Percent","239","units","0","v62305839","1.3.1.24","-0.269","","","","3"
"2021-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of goods","Percent","239","units","0","v62305839","1.3.1.24","0.725","","","","3"
"2022-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of goods","Percent","239","units","0","v62305839","1.3.1.24","-0.167","","","","3"
"2022-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of goods","Percent","239","units","0","v62305839","1.3.1.24","1.034","","","","3"
"2022-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of goods","Percent","239","units","0","v62305839","1.3.1.24","-0.050","","","","3"
"2022-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of goods","Percent","239","units","0","v62305839","1.3.1.24","-0.110","","","","3"
"2023-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of goods","Percent","239","units","0","v62305839","1.3.1.24","1.070","","","","3"
"2023-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of goods","Percent","239","units","0","v62305839","1.3.1.24","-0.095","","","","3"
"2023-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of goods","Percent","239","units","0","v62305839","1.3.1.24","-0.351","","","","3"
"2023-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of goods","Percent","239","units","0","v62305839","1.3.1.24","0.440","","","","3"
"2024-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of goods","Percent","239","units","0","v62305839","1.3.1.24","0.144","","","","3"
"2024-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of goods","Percent","239","units","0","v62305839","1.3.1.24","-0.373","","","","3"
"2024-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of goods","Percent","239","units","0","v62305839","1.3.1.24","-0.004","","","","3"
"2020-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of services","Percent","239","units","0","v62305840","1.3.1.25","-0.444","","","","3"
"2020-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of services","Percent","239","units","0","v62305840","1.3.1.25","-0.733","","","","3"
"2020-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of services","Percent","239","units","0","v62305840","1.3.1.25","0.084","","","","3"
"2020-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of services","Percent","239","units","0","v62305840","1.3.1.25","0.148","","","","3"
"2021-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of services","Percent","239","units","0","v62305840","1.3.1.25","0.361","","","","3"
"2021-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of services","Percent","239","units","0","v62305840","1.3.1.25","0.083","","","","3"
"2021-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of services","Percent","239","units","0","v62305840","1.3.1.25","0.219","","","","3"
"2021-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of services","Percent","239","units","0","v62305840","1.3.1.25","0.267","","","","3"
"2022-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of services","Percent","239","units","0","v62305840","1.3.1.25","-0.023","","","","3"
"2022-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of services","Percent","239","units","0","v62305840","1.3.1.25","0.243","","","","3"
"2022-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of services","Percent","239","units","0","v62305840","1.3.1.25","0.337","","","","3"
"2022-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of services","Percent","239","units","0","v62305840","1.3.1.25","0.160","","","","3"
"2023-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of services","Percent","239","units","0","v62305840","1.3.1.25","-0.033","","","","3"
"2023-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of services","Percent","239","units","0","v62305840","1.3.1.25","0.204","","","","3"
"2023-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of services","Percent","239","units","0","v62305840","1.3.1.25","0.056","","","","3"
"2023-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of services","Percent","239","units","0","v62305840","1.3.1.25","0.299","","","","3"
"2024-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of services","Percent","239","units","0","v62305840","1.3.1.25","-0.019","","","","3"
"2024-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of services","Percent","239","units","0","v62305840","1.3.1.25","-0.083","","","","3"
"2024-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Exports of services","Percent","239","units","0","v62305840","1.3.1.25","-0.083","","","","3"
"2020-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Less: imports of goods and services","Percent","239","units","0","v62305841","1.3.1.26","0.038","","","","3"
"2020-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Less: imports of goods and services","Percent","239","units","0","v62305841","1.3.1.26","-7.770","","","","3"
"2020-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Less: imports of goods and services","Percent","239","units","0","v62305841","1.3.1.26","6.212","","","","3"
"2020-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Less: imports of goods and services","Percent","239","units","0","v62305841","1.3.1.26","0.892","","","","3"
"2021-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Less: imports of goods and services","Percent","239","units","0","v62305841","1.3.1.26","0.854","","","","3"
"2021-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Less: imports of goods and services","Percent","239","units","0","v62305841","1.3.1.26","-0.102","","","","3"
"2021-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Less: imports of goods and services","Percent","239","units","0","v62305841","1.3.1.26","-0.314","","","","3"
"2021-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Less: imports of goods and services","Percent","239","units","0","v62305841","1.3.1.26","1.576","","","","3"
"2022-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Less: imports of goods and services","Percent","239","units","0","v62305841","1.3.1.26","0.063","","","","3"
"2022-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Less: imports of goods and services","Percent","239","units","0","v62305841","1.3.1.26","1.980","","","","3"
"2022-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Less: imports of goods and services","Percent","239","units","0","v62305841","1.3.1.26","0.055","","","","3"
"2022-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Less: imports of goods and services","Percent","239","units","0","v62305841","1.3.1.26","-0.970","","","","3"
"2023-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Less: imports of goods and services","Percent","239","units","0","v62305841","1.3.1.26","-0.220","","","","3"
"2023-04","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Less: imports of goods and services","Percent","239","units","0","v62305841","1.3.1.26","0.565","","","","3"
"2023-07","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Less: imports of goods and services","Percent","239","units","0","v62305841","1.3.1.26","0.111","","","","3"
"2023-10","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Less: imports of goods and services","Percent","239","units","0","v62305841","1.3.1.26","0.167","","","","3"
"2024-01","Canada","2016A000011124","Contributions to percent change","Seasonally adjusted at annual rates","Less: imports of goods and services","Percent","239","units","0","v62305841","1.3.1.26","-0.145","","","","3"
